order_id,warehouse,destination,distance_km,vehicle_type,package_weight_kg,traffic_level,weather,number_of_stops,expected_time_hr,delivery_time_hr,transport_cost,delivery_delay_hr,delivery_status
10946,Ahmedabad,Delhi,275.0,Van,22.8,Low,Clear,2,6.09,6.0,3262.68,-0.09,On Time
10947,Delhi,Ajmer,270.2,Truck,16.3,High,Clear,7,7.54,8.57,4721.53,1.03,Delayed
10948,Udaipur,Kota,159.0,Van,5.9,Medium,Cloudy,6,4.39,6.01,1955.35,1.62,Delayed
10949,Kota,Kota,209.0,Van,28.9,Medium,Clear,8,5.79,6.72,2615.42,0.93,Delayed
10950,Jaipur,Udaipur,84.1,Truck,23.7,Medium,Clear,2,2.32,2.91,1526.97,0.59,On Time
10951,Udaipur,Jaipur,203.0,Truck,13.7,Medium,Clear,8,6.16,6.66,3623.36,0.5,On Time
10952,Ahmedabad,Kota,85.6,Van,20.3,Medium,Clear,1,1.96,2.11,1064.53,0.15,On Time
10953,Udaipur,Kota,178.5,Mini Truck,29.6,Medium,Clear,5,4.87,5.52,2679.83,0.65,On Time
10954,Kota,Delhi,129.7,Van,43.1,Medium,Clear,1,2.88,3.88,1629.18,1.0,Delayed
10955,Jaipur,Delhi,150.5,Truck,19.0,Medium,Rain,6,4.58,5.72,2693.17,1.14,Delayed
10956,Jaipur,Bhilwara,448.9,Truck,16.9,Medium,Clear,5,11.34,12.09,7688.38,0.75,On Time
10957,Kota,Jodhpur,120.5,Mini Truck,18.6,Low,Rain,1,2.86,3.49,1714.92,0.63,On Time
10958,Kota,Jodhpur,187.0,Van,12.5,High,Rain,5,4.8,7.72,2321.4,2.92,Delayed
10959,Ahmedabad,Ajmer,273.5,Van,18.1,Medium,Clear,4,6.42,6.83,3288.8,0.41,On Time
10960,Jaipur,Jodhpur,75.1,Van,11.8,Medium,Clear,7,2.82,3.87,981.72,1.05,Delayed
10961,Udaipur,Udaipur,212.2,Truck,13.0,High,Clear,2,5.29,7.42,3624.87,2.13,Delayed
10962,Delhi,Ajmer,260.4,Van,9.3,Low,Cloudy,5,6.32,6.25,3139.99,-0.07,On Time
10963,Delhi,Bhilwara,126.0,Mini Truck,15.9,High,Cloudy,4,3.52,4.86,1891.71,1.34,Delayed
10964,Kota,Delhi,101.2,Truck,16.6,High,Cloudy,7,3.61,5.63,1866.49,2.02,Delayed
10965,Ahmedabad,Jodhpur,341.8,Truck,21.5,High,Clear,7,9.21,9.91,5890.61,0.7,On Time
10966,Delhi,Jaipur,76.5,Van,6.6,High,Hot,3,2.13,4.12,967.67,1.99,Delayed
10967,Jaipur,Delhi,185.5,Mini Truck,25.9,Medium,Clear,8,5.56,5.55,2800.55,-0.01,On Time
10968,Kota,Udaipur,117.1,Truck,14.1,Low,Clear,1,2.9,3.45,2009.35,0.55,On Time
10969,Udaipur,Delhi,59.1,Truck,3.0,Medium,Clear,3,1.91,2.5,1149.49,0.59,On Time
10970,Kota,Udaipur,402.7,Van,23.9,Low,Clear,8,9.83,9.79,4959.71,-0.04,On Time
10971,Udaipur,Udaipur,325.6,Van,12.4,Low,Clear,8,8.22,7.89,3963.9,-0.33,On Time
10972,Kota,Udaipur,420.5,Mini Truck,42.7,Medium,Rain,6,10.42,11.21,5980.84,0.79,Delayed
10973,Kota,Bhilwara,247.2,Van,8.0,Low,Rain,4,5.87,7.24,3010.27,1.37,Delayed
10974,Kota,Udaipur,117.2,Mini Truck,19.8,High,Rain,3,3.14,5.36,1710.16,2.22,Delayed
10975,Udaipur,Udaipur,174.9,Truck,8.7,High,Clear,3,4.61,7.55,2997.06,2.94,Delayed
10976,Udaipur,Jaipur,98.6,Mini Truck,3.2,High,Cloudy,8,3.63,4.87,1560.68,1.24,Delayed
10977,Kota,Ajmer,198.4,Mini Truck,51.0,Medium,Clear,7,5.67,6.08,3000.81,0.41,On Time
10978,Delhi,Kota,388.9,Mini Truck,14.2,High,Clear,4,9.36,10.46,5402.31,1.1,Delayed
10979,Ahmedabad,Ajmer,175.6,Truck,10.5,High,Clear,7,5.34,6.76,3139.05,1.42,Delayed
10980,Ahmedabad,Udaipur,275.3,Van,24.2,Medium,Clear,2,6.1,7.51,3276.19,1.41,Delayed
10981,Ahmedabad,Jaipur,263.8,Truck,18.9,Low,Clear,5,7.03,7.48,4573.72,0.45,On Time
10982,Udaipur,Delhi,112.3,Van,3.2,High,Clear,6,3.42,4.24,1409.24,0.82,Delayed
10983,Udaipur,Jaipur,113.8,Mini Truck,9.2,High,Cloudy,6,3.61,5.75,1711.7,2.14,Delayed
10984,Delhi,Udaipur,322.3,Mini Truck,9.2,Medium,Hot,1,7.34,8.65,4434.17,1.31,Delayed
10985,Ahmedabad,Jaipur,139.4,Mini Truck,5.8,Low,Clear,7,4.36,4.58,2080.69,0.22,On Time
10986,Ahmedabad,Jodhpur,283.4,Mini Truck,12.4,Medium,Hot,5,7.2,7.89,4036.86,0.69,On Time
10987,Kota,Jaipur,138.1,Mini Truck,14.6,Low,Rain,8,4.51,5.04,2104.21,0.53,On Time
10988,Udaipur,Udaipur,154.6,Van,28.2,High,Clear,1,3.4,4.96,1884.01,1.56,Delayed
10989,Ahmedabad,Bhilwara,280.3,Van,17.1,High,Cloudy,6,6.92,8.27,3391.56,1.35,Delayed
10990,Delhi,Jodhpur,207.5,Mini Truck,4.9,Low,Clear,5,5.51,6.1,2995.24,0.59,On Time
10991,Delhi,Jaipur,190.1,Truck,10.0,Medium,Rain,3,4.96,6.19,3253.98,1.23,Delayed
10992,Ahmedabad,Kota,131.1,Truck,23.3,Low,Cloudy,2,3.41,2.63,2245.98,-0.78,On Time
10993,Udaipur,Kota,244.6,Mini Truck,17.8,Medium,Hot,8,6.88,7.29,3520.03,0.41,On Time
10994,Delhi,Jaipur,143.3,Van,11.8,Low,Cloudy,3,3.53,3.07,1785.63,-0.46,On Time
10995,Kota,Bhilwara,300.7,Truck,4.5,Medium,Rain,2,7.35,8.73,5122.62,1.38,Delayed
10996,Delhi,Delhi,132.6,Truck,46.0,Medium,Rain,8,4.52,6.12,2560.0,1.6,Delayed
10997,Jaipur,Udaipur,189.0,Truck,53.8,Low,Clear,7,5.66,5.68,3412.01,0.02,On Time
10998,Jaipur,Kota,303.5,Mini Truck,20.0,Medium,Clear,4,7.46,8.37,4359.98,0.91,Delayed
10999,Udaipur,Delhi,268.5,Truck,13.8,Low,Clear,1,6.42,6.31,4555.99,-0.11,On Time
11000,Ahmedabad,Jaipur,279.6,Truck,10.5,Medium,Clear,1,6.68,7.28,4682.87,0.6,On Time
